complaint_id,complaint_type,address,street_number,direction,street_name,street_type,inspector,complaint_date,inspection_log,data_source,modified_date,location.type,location.coordinates,complaint_detail,community_area
601289986,NOISE COMPLAINT,5124 S KIMBARK AVE,5124,S,KIMBARK,AVE,129151,2023-01-03T00:00:00.000,[INSPECTION LOG #: 18377199  ] ON TODAYS DATE THE CDPH INSPECTOR TELEPHONED THE COMPLAINANT TO GAIN FURTHER INFORMATION REGARDING HIS NOISE COMPLAINT AND THE COMPLAINANT STATED THAT IT WAS THE CITY WATER DEPARTMENT AND THEY WERE AT THAT MOMENT OUTSIDE CORRECTING THE ISSUE. THIS COMPLAINT WILL BE CLOSED AT THIS TIME WITH NO FURTHER ACTION BEING TAKEN.,DEPT. OF PUBLIC HEALTH,2023-01-04T00:00:00.000,Point,"[-87.595793022, 41.801443012]",,41
601290002,CONSTRUCTION AND DEMOLITION,1503 N TALMAN AVE,1503,N,TALMAN,AVE,10937,2023-01-03T00:00:00.000,"[INSPECTION LOG #: 18380692 03-JAN-23 14:45:00] IN RESPONSE TO A COMPLAINT, I ARRIVED THE SITE AT 1503 N. TALMAN AND OBSERVED A PARTIALLY COMPLETED RESIDENTIAL BUILDING UNDER CONSTRUCTION. UPON ARRIVAL TO THE SITE I OBSERVED MESH NETTING ON THE FRONT AND REAR FENCING. I INTERVIEWED A WORKER ON THE SITE REGARDING THE COMPLAINT. ACCORDING TO THE WORKER THE GAS POWER GENERATOR IN USE ON THE SITE THAT CAUSED FUMES IN THE AIR, BUT HAS SINCE BEEN REMOVED. NO FUMES WERE DETECTED AT THE TIME OF THE INSPECTION. THE CONSTRUCTION SITE WAS IN FAIR CONDITION. ON THE NORTH SIDE OF THE SITE, THE CONSTRUCTION FENCE WAS REMOVED IN ORDER TO COMPLETE THE CONSTRUCTION. AT THE TIME OF THE INSPECTION THE SITE OWNER WAS NOT AVAILABLE. A FOLLOW UP INSPECTION WILL BE PERFORMED WHEN THE OWNER IS PRESENT.",DEPT. OF PUBLIC HEALTH,2023-01-04T00:00:00.000,Point,"[-87.693027038, 41.908621989]",,24
601290006,WATER POLLUTION,7600 N GREENVIEW AVE,7600,N,GREENVIEW,AVE,3308,2023-01-03T00:00:00.000,"[INSPECTION LOG #: 18378253 03-JAN-23 14:05:00] ON JANUARY 3, 2023, CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) INSPECTOR FELIPE GARCIA (I) RESPONDED TO A 311 DUMPING/TRASH COMPLAINT AT 7600 N. GREENVIEW AVE. UPON ARRIVING AT THE PROPERTY, I OBSERVED A THREE FLOOR MULTI-UNIT COMMERCIAL/RESIDENTIAL BUILDING. I WENT AROUND THE WHOLE BUILDING FROM FRONT TO BACK AND OBSERVED NO TRASH, DEBRIS, DUST NOR ANY LIQUID WASTE ANYWHERE ADJACENT TO THE BUILDING. I OBSERVED NO TRASH OR DEBRIS ON THE PUBLIC WAY NOR IN THE ALLEY. I ISSUED NO CITATIONS AND LEFT. I WILL CLOSE OUT THE INSPECTION REPORT. I CALLED THE MANAGEMENT COMPANY AND LEFT A VOICE MESSAGE ON THE COMPLAINT.",DEPT. OF PUBLIC HEALTH,2023-01-04T00:00:00.000,Point,"[-87.668565962, 42.01959998]",,1
601289893,CONSTRUCTION AND DEMOLITION,5601 S NEWCASTLE AVE,5601,S,NEWCASTLE,AVE,84397,2023-01-03T00:00:00.000,"[INSPECTION LOG #: 18402504 03-JAN-23 14:20:00] ON JANUARY 3, 2023 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A 311 COMPLAINT AT 5601 S. NEW CASTLE AVE. ABOUT A CONSTRUCTION AND DEMOLITION ISSUE ( EQUIPMENT AND MATERIAL BLOCKING SIDEWALK) UPON ARRIVING AT THE ABOVE ADDRESS I DID NOT NOTICE ANYTHING BLOCKING THE WALKWAY, NO ONE WAS WORKING WHILE I WAS PRESENT.",DEPT. OF PUBLIC HEALTH,2023-01-09T00:00:00.000,Point,"[-87.792244967, 41.790193995]",,56
601290505,AIR POLLUTION WORK ORDER,4875 N ASHLAND AVE,4875,N,ASHLAND,AVE,10937,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18393224 04-JAN-23 12:15:00] IN RESPONSE TO A COMPLAINT, I ARRIVED TO THE AREA OF 4875 N. ASHLAND AND CANVASSED FOR CHEMICAL ODORS. DURING MY CANVASS OF THE AREA, NO CHEMICAL ODORS WERE DETECTED. LIGHT RAIN WAS FALLING WITH CLOUDY SKIES IN THE AREA AT THE TIME OF THE INSPECTION. CANVASSING THE ALLEYWAY YIELDED NO CHEMICAL ODORS.",DEPT. OF PUBLIC HEALTH,2023-01-06T00:00:00.000,Point,"[-87.66910802, 41.971015996]",,3
601290503,AIR POLLUTION WORK ORDER,5951 N HERMITAGE AVE,5951,N,HERMITAGE,AVE,10937,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18381072 03-JAN-23 12:20:00] IN RESPONSE TO A CITIZEN COMPLAINT FOR CHEMICAL ODOR, KENDRA AND I ARRIVED TO THE RESIDENTIAL AREA OF THE ALLEGED COMPLAINT. UPON ARRIVAL, WE CONTACTED THE COMPLAINANT VIA PHONE TO GATHER SPECIFIC INFORMATION REGARDING THE COMPLAINT. THE COMPLAINANT ALLEGED THAT CHEMICAL ODORS WERE DETECTED IN THE AREA BUT SHE COULD NOT PIN POINT A SOURCE. WE CANVASSED THE AREA AND OBSERVED NO ODORS AT THE TIME OF THE INSPECTION. THIS AREA IS RESIDENTIAL WITH A FEW COMMERCIAL BUSINESSES ALONG RIDGE AVENUE. NO CHEMICAL ODORS WERE DETECTED IN THE AREA AT THE TIME OF THE INSPECTION.",DEPT. OF PUBLIC HEALTH,2023-01-13T00:00:00.000,Point,"[-87.672839979, 41.989890994]",,77
601290353,AIR POLLUTION WORK ORDER,2220 W 37TH ST,2220,W,37TH,ST,425726,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18378999 04-JAN-23 09:30:00] ON JANUARY 3RD, 2023THE REPORTING INSPECTOR WAS UNABLE TO DETECT ANY ASPHALT LIKE ODOR. THE WEATHER CONDITIONS WERE VERY FOGGY AND THE PLANT WAS BARELY VISIBLE. INSPECTOR WILL RETURN THE FOLLOWING DAY TO CONTINUE.JANUARY 4TH, 2023.UPON ARRIVAL THE REPORTING INSPECTOR WAS UNABLE TO DETECT ANY ASPHALT LIKE ODOR. THE REPORTING INSPECTOR WALKED NORTH OF THE SITE AND WAS UNABLE TO DETECT ANY ASPHALT LIKE ODOR. THIS INSPECTION TO CONTINUE.",DEPT. OF PUBLIC HEALTH,2023-01-04T00:00:00.000,Point,"[-87.680927006, 41.826891979]",,59
601290329,CONSTRUCTION AND DEMOLITION,5524 W BRYN MAWR AVE,5524,W,BRYN MAWR,AVE,379542,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18392189 05-JAN-23 09:45:00] ON JANUARY 5, 2023 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER CONDUCTED AN INSPECTION AT AND ABOUT THE 5500 BLOCK OF W. BRYN MAWR AVE., CHICAGO, IL. A COMPLAINT WAS RECEIVED CONCERNING CONSTRUCTION AND DEMOLITION DEBRIS AND OTHER RELATED CONCERNS FOR OR AT 5524 BRYN MAWR AVE., WHICH IS A BRCK DWELLING SIMILAR TO THE OTHER BRICK DWELLINGS ALONG THAT BLOCK. THE REPORTING INSPECTOR DROVE THE ALLEYS AND NEARBY STREETS AND DID NOT FIND ANYTHING UNUSUAL AT THE LOCATION(S). THE AREA IS WELL-KEPT WITH CLEAN ALLEYA. WITH NO COMPLAINANT TO CONTACT FOR FURTHER INFORMATION, THIS ANONYMOUS COMPLAINT IS CLOSED.",DEPT. OF PUBLIC HEALTH,2023-01-06T00:00:00.000,Point,"[-87.766946958, 41.983157979]",,11
601290308,AIR POLLUTION WORK ORDER,2206 W BERTEAU AVE,2206,W,BERTEAU,AVE,3308,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18378810 03-JAN-23 12:25:00] ON JANUARY 3, 2023, CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) INSPECTOR FELIPE GARCIA (I) RESPONDED TO A 311-OPEN BURNING COMPLAINT AT 2206 W. BERTEAU AVE. UPON ARRIVING AT THE PROPERTY, I OBSERVED A THREE FLOOR MULTI-UNIT COMMERCIAL/RESIDENTIAL BUILDING. I WENT AROUND THE WHOLE BUILDING FROM FRONT TO BACK, AND IN THE BACK (PARKING LOT) I OBSERVED A 40-GALLON STEEL TRASH CAN WITH WHAT SEEMED TO BE WET ASH MATERIAL. I OBSERVED NO BURNING AT THE TIME, BUT THE WET ASHES ARE EVIDENCE OF PRIOR OPEN BURNING. I THEN CALLED LASALLE ASSOCIATES REALTORS, THE MANAGEMENT COMPANY FOR THE BUILDING. I TOLD THEM ABOUT THE OPEN BURNING COMPLAINT AND THAT IT IS ILLEGAL TO BURN. THE MANAGER TOLD ME THAT SHE WILL EMAIL ALL THE TENANTS AND TELL THEM NOT TO BURN ANYTHING. SHE ALSO TOLD ME THAT SHE WILL HAVE THE 40-GALLON STEEL TRASH CAN REMOVED. I ISSUED NO CITATIONS AND LEFT. I WILL CLOSE OUT THE COMPLAINT REPORT.",DEPT. OF PUBLIC HEALTH,2023-01-04T00:00:00.000,Point,"[-87.684096958, 41.957906993]",,5
601290504,CONSTRUCTION AND DEMOLITION,1358 W OHIO ST,1358,W,OHIO,ST,84397,2023-01-04T00:00:00.000,[INSPECTION LOG #: 18414981  ] SEE # 601290335 SAME COMPLAINT.,DEPT. OF PUBLIC HEALTH,2023-01-11T00:00:00.000,Point,"[-87.661873097, 41.892562849]",,24
601290335,CONSTRUCTION AND DEMOLITION,1358 W OHIO ST,1358,W,OHIO,ST,84397,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18414874 04-JAN-23 12:15:00] ON JANUARY 4, 2023 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A 311 COMPLAINT AT 1358 W. OHIO ST ABOUT CONSTRUCTION AND DEMOLITION ISSUE(OVERFLOWING DUMPSTERS, AND BLOCKING THE PUBLIC WAY) UPON ARRIVING AT THE ABOVE ADDRESS I NOTICE THAT THE PUBLIC WAY AND THE ALLEY WERE NOT BLOCKED, I TALKED WITH ONE OF THE THE WORKERS AND HE INFORMED ME THAT THE DEBRIS WOULD BE PICKED UP TODAY BY FLOOD BROTHERS.",DEPT. OF PUBLIC HEALTH,2023-01-11T00:00:00.000,Point,"[-87.661873097, 41.892562849]",OVER FLOWING DUMPSTERS. DUMPSTER BLOCKING PUBLIC WAY ON SIDE WALK,24
601290318,CONSTRUCTION AND DEMOLITION,1858 N SEDGWICK ST,1858,N,SEDGWICK,ST,379542,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18393961 04-JAN-23 10:00:00] ON JANUARY 5-6, 2023 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER CONDUCTED AN INSPECTION AT 1854 N. SEDWICK AVE., CHICAGO, IL. A 3-1-1 COMPLAINT WAS RECEIVED (SR22-02208173) STATING THAT LABORERS WERE NOT CLEANING THE ALLEY FULLY AND WERE CREATING EXCESSIVE NOISE. THE REPORTING INSPECTOR SPOKE WITH BOTH THE COMPLAINANT AND THE GENERAL CONTRACTOR ON JANUARY 5, 2023. THE GENERAL CONTRACTOR WAS TO MEET THE REPORTING INSPECTOR THE FOLLOWING DAY (JANUARY 6TH) TO DISCUSS WITH THE COMPLAINANT OUTSTANDING ISSUES AND ATTEMPT TO WORK OUT A COMPROMISE. THE GENERAL CONTRACTOR WAS ON SITE AT THE THREE STORY HISTORIC RESIDENCE, BUT HE ALLEGEDLY DID NOT RESPOND TO THE REPORTING INSPECTOR'S CALLS AS HIS PHONE WAS ON SILENT MODE. THE REPORTING INSPECTOR LATER CONTACTED THE GENERAL CONTRACTOR AND REMINDED HIM OF THE IMPORTANCE OF BEING ""A GOOD NEIGHBOR."" THE GENERAL CONTRACTOR STATED THAT HE UNDERSTOOD THE NEED AND THAT HE WOULD CONTINUE WORKING TO BE A GOOD NEIGHBOR. THE COMPLAINANT WHEN TOLD OF THE REPORTING INSPECTOR'S DISCUSSIONS WITH THE GENERAL CONTRACTOR, STATED THAT THERE HAS BEEN NO COOPERATION FOR ""SIX MONTHS"" WITH THE GENERAL CONTRACTOR. THE COMPLAINANT STATED THAT PROMISES WERE MADE BY THE GENERAL CONTRACTOR REGARDING LOUD NOISE DURING THE WORK DAY, AND NOTHING GETS DONE TO STOP OR REDUCE THE NOISE. THE COMPLAINANT THANKED THE REPORTING INSPECTOR AND SHE SAID THAT SHE WAS AWARE OF THE RULES AND REGULATIONS REGARDING NOISE AND WORK TIMES AND THAT SHE WAS GRATEFUL FOR THE ASSISTANCE IN TRYING TO WORK WITH THE GENERAL CONTRACTOR. BASED UPON THE ABOVE INFORMATION AND LACK OF VIOLATIONS AT THE PROPERTY, THE INSPECTION IS CLOSED.",DEPT. OF PUBLIC HEALTH,2023-01-06T00:00:00.000,Point,"[-87.639049006, 41.916379985]",,7
601290334,AIR POLLUTION WORK ORDER,4875 N ASHLAND AVE,4875,N,ASHLAND,AVE,10937,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18393217 04-JAN-23 12:15:00] IN RESPONSE TO A COMPLAINT, I ARRIVED TO THE AREA OF 4875 N. ASHLAND AND CANVASSED FOR CHEMICAL ODORS. DURING MY CANVASS OF THE AREA, NO CHEMICAL ODORS WERE DETECTED. LIGHT RAIN WAS FALLING WITH CLOUDY SKIES IN THE AREA AT THE TIME OF THE INSPECTION. CANVASSING THE ALLEYWAY YIELDED NO CHEMICAL ODORS.",DEPT. OF PUBLIC HEALTH,2023-01-06T00:00:00.000,Point,"[-87.66910802, 41.971015996]",THERE HAS BEEN A WEIRD SMELL AROUND 4877-4865 N ASHLAND FOR THE PAST YEAR IN BOTH THE PARKWAY AND THE ALLEY. IT'S MORE PRONOUNCED WHEN IT RAINS.,3
